"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Apr 12 12:19:15 GMT 2023","Wed Apr 12 12:19:20 GMT 2023","5170","Vizsgaremek_POM","test_main_conduit","Test_Main_Conduit","","","Sütik elfogadása",""
"passed","Wed Apr 12 12:21:34 GMT 2023","Wed Apr 12 12:21:47 GMT 2023","13327","Vizsgaremek_POM","test_main_conduit","Test_Main_Conduit","","","Adatok lementése felületről",""
"broken","Wed Apr 12 12:20:13 GMT 2023","Wed Apr 12 12:20:34 GMT 2023","21598","Vizsgaremek_POM","test_main_conduit","Test_Main_Conduit","","","Meglévő adat törlése",""
"passed","Wed Apr 12 12:19:51 GMT 2023","Wed Apr 12 12:19:57 GMT 2023","6270","Vizsgaremek_POM","test_main_conduit","Test_Main_Conduit","","","Bejelentkezés - sikeresen",""
"passed","Wed Apr 12 12:19:26 GMT 2023","Wed Apr 12 12:19:27 GMT 2023","1171","Vizsgaremek_POM","test_main_conduit","Test_Main_Conduit","","","Bejelentkezés - üres mezőkkel",""
"passed","Wed Apr 12 12:19:58 GMT 2023","Wed Apr 12 12:20:11 GMT 2023","13339","Vizsgaremek_POM","test_main_conduit","Test_Main_Conduit","","","Kijelentkezés",""
"passed","Wed Apr 12 12:21:49 GMT 2023","Wed Apr 12 12:22:02 GMT 2023","13336","Vizsgaremek_POM","test_main_conduit","Test_Main_Conduit","","","Adatok listázása",""
"passed","Wed Apr 12 12:19:22 GMT 2023","Wed Apr 12 12:19:25 GMT 2023","3161","Vizsgaremek_POM","test_main_conduit","Test_Main_Conduit","","","Regisztráció - üres mezőkkel",""
"passed","Wed Apr 12 12:21:19 GMT 2023","Wed Apr 12 12:21:33 GMT 2023","13555","Vizsgaremek_POM","test_main_conduit","Test_Main_Conduit","","","Meglévő adat módosítása",""
"passed","Wed Apr 12 12:19:28 GMT 2023","Wed Apr 12 12:19:49 GMT 2023","21020","Vizsgaremek_POM","test_main_conduit","Test_Main_Conduit","","","Regisztráció - sikeresen + sorozatos adatbevitel listából",""
"passed","Wed Apr 12 12:21:08 GMT 2023","Wed Apr 12 12:21:18 GMT 2023","10364","Vizsgaremek_POM","test_main_conduit","Test_Main_Conduit","","","Több oldalas lista bejárása",""
"passed","Wed Apr 12 12:20:35 GMT 2023","Wed Apr 12 12:20:54 GMT 2023","18487","Vizsgaremek_POM","test_main_conduit","Test_Main_Conduit","","","Új adatbevitel - kommentként",""
"passed","Wed Apr 12 12:20:55 GMT 2023","Wed Apr 12 12:21:07 GMT 2023","11373","Vizsgaremek_POM","test_main_conduit","Test_Main_Conduit","","","Új adatbevitel - karakterbevitel nélkül",""
