"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Apr 07 10:14:32 GMT 2023","Fri Apr 07 10:14:48 GMT 2023","16516","Vizsgaremek_POM","test_main_conduit","Test_Main_Conduit","","","új adatbevitel - kommentként",""
"passed","Fri Apr 07 10:13:55 GMT 2023","Fri Apr 07 10:13:57 GMT 2023","2070","Vizsgaremek_POM","test_main_conduit","Test_Main_Conduit","","","Sütik elfogadása",""
"passed","Fri Apr 07 10:14:59 GMT 2023","Fri Apr 07 10:15:08 GMT 2023","8359","Vizsgaremek_POM","test_main_conduit","Test_Main_Conduit","","","több oldalas lista bejárása",""
"passed","Fri Apr 07 10:14:13 GMT 2023","Fri Apr 07 10:14:14 GMT 2023","1164","Vizsgaremek_POM","test_main_conduit","Test_Main_Conduit","","","Bejelentkezés - üres mezőkkel",""
"passed","Fri Apr 07 10:15:50 GMT 2023","Fri Apr 07 10:16:01 GMT 2023","11318","Vizsgaremek_POM","test_main_conduit","Test_Main_Conduit","","","Adatok listázása",""
"passed","Fri Apr 07 10:15:37 GMT 2023","Fri Apr 07 10:15:48 GMT 2023","11322","Vizsgaremek_POM","test_main_conduit","Test_Main_Conduit","","","Adatok lementése felületről",""
"passed","Fri Apr 07 10:15:09 GMT 2023","Fri Apr 07 10:15:21 GMT 2023","11537","Vizsgaremek_POM","test_main_conduit","Test_Main_Conduit","","","meglévő adat módosítása",""
"passed","Fri Apr 07 10:15:22 GMT 2023","Fri Apr 07 10:15:36 GMT 2023","13575","Vizsgaremek_POM","test_main_conduit","Test_Main_Conduit","","","meglévő adat törlése",""
"broken","Fri Apr 07 10:14:16 GMT 2023","Fri Apr 07 10:14:23 GMT 2023","7345","Vizsgaremek_POM","test_main_conduit","Test_Main_Conduit","","","Bejelentkezés - sikeresen",""
"passed","Fri Apr 07 10:14:03 GMT 2023","Fri Apr 07 10:14:12 GMT 2023","8384","Vizsgaremek_POM","test_main_conduit","Test_Main_Conduit","","","Regisztráció - sikeresen + sorozatos adatbevitel listából",""
"passed","Fri Apr 07 10:14:24 GMT 2023","Fri Apr 07 10:14:31 GMT 2023","6263","Vizsgaremek_POM","test_main_conduit","Test_Main_Conduit","","","Kijelentkezés",""
"passed","Fri Apr 07 10:14:50 GMT 2023","Fri Apr 07 10:14:58 GMT 2023","8378","Vizsgaremek_POM","test_main_conduit","Test_Main_Conduit","","","új adatbevitel - karakterbevitel nélkül",""
"passed","Fri Apr 07 10:13:59 GMT 2023","Fri Apr 07 10:14:02 GMT 2023","3191","Vizsgaremek_POM","test_main_conduit","Test_Main_Conduit","","","Regisztráció - üres mezőkkel",""
