"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Apr 06 22:28:07 GMT 2023","Thu Apr 06 22:28:18 GMT 2023","11329","Vizsgaremek_POM","test_main_conduit","Test_Main_Conduit","","","Adatok lementése felületről",""
"broken","Thu Apr 06 22:26:39 GMT 2023","Thu Apr 06 22:26:54 GMT 2023","14431","Vizsgaremek_POM","test_main_conduit","Test_Main_Conduit","","","Bejelentkezés - sikeresen",""
"passed","Thu Apr 06 22:26:55 GMT 2023","Thu Apr 06 22:27:01 GMT 2023","6265","Vizsgaremek_POM","test_main_conduit","Test_Main_Conduit","","","Kijelentkezés",""
"passed","Thu Apr 06 22:27:39 GMT 2023","Thu Apr 06 22:27:51 GMT 2023","11542","Vizsgaremek_POM","test_main_conduit","Test_Main_Conduit","","","meglévő adat módosítása",""
"passed","Thu Apr 06 22:26:37 GMT 2023","Thu Apr 06 22:26:38 GMT 2023","1166","Vizsgaremek_POM","test_main_conduit","Test_Main_Conduit","","","Bejelentkezés - üres mezőkkel",""
"passed","Thu Apr 06 22:26:26 GMT 2023","Thu Apr 06 22:26:36 GMT 2023","9164","Vizsgaremek_POM","test_main_conduit","Test_Main_Conduit","","","Regisztráció - sikeresen + sorozatos adatbevitel listából",""
"passed","Thu Apr 06 22:27:52 GMT 2023","Thu Apr 06 22:28:06 GMT 2023","13602","Vizsgaremek_POM","test_main_conduit","Test_Main_Conduit","","","meglévő adat törlése",""
"passed","Thu Apr 06 22:27:02 GMT 2023","Thu Apr 06 22:27:19 GMT 2023","16673","Vizsgaremek_POM","test_main_conduit","Test_Main_Conduit","","","új adatbevitel - kommentként",""
"passed","Thu Apr 06 22:27:30 GMT 2023","Thu Apr 06 22:27:38 GMT 2023","8366","Vizsgaremek_POM","test_main_conduit","Test_Main_Conduit","","","több oldalas lista bejárása",""
"passed","Thu Apr 06 22:26:22 GMT 2023","Thu Apr 06 22:26:25 GMT 2023","3299","Vizsgaremek_POM","test_main_conduit","Test_Main_Conduit","","","Regisztráció - üres mezőkkel",""
"passed","Thu Apr 06 22:26:18 GMT 2023","Thu Apr 06 22:26:21 GMT 2023","2391","Vizsgaremek_POM","test_main_conduit","Test_Main_Conduit","","","Sütik elfogadása",""
"passed","Thu Apr 06 22:28:19 GMT 2023","Thu Apr 06 22:28:31 GMT 2023","11325","Vizsgaremek_POM","test_main_conduit","Test_Main_Conduit","","","Adatok listázása",""
"passed","Thu Apr 06 22:27:20 GMT 2023","Thu Apr 06 22:27:28 GMT 2023","8377","Vizsgaremek_POM","test_main_conduit","Test_Main_Conduit","","","új adatbevitel - karakterbevitel nélkül",""
