"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Apr 07 12:11:59 GMT 2023","Fri Apr 07 12:12:10 GMT 2023","11418","Vizsgaremek_POM","test_main_conduit","Test_Main_Conduit","","","Adatok lementése felületről",""
"passed","Fri Apr 07 12:10:33 GMT 2023","Fri Apr 07 12:10:34 GMT 2023","1206","Vizsgaremek_POM","test_main_conduit","Test_Main_Conduit","","","Bejelentkezés - üres mezőkkel",""
"passed","Fri Apr 07 12:10:35 GMT 2023","Fri Apr 07 12:10:42 GMT 2023","6358","Vizsgaremek_POM","test_main_conduit","Test_Main_Conduit","","","Bejelentkezés - sikeresen",""
"passed","Fri Apr 07 12:11:20 GMT 2023","Fri Apr 07 12:11:29 GMT 2023","8477","Vizsgaremek_POM","test_main_conduit","Test_Main_Conduit","","","több oldalas lista bejárása",""
"passed","Fri Apr 07 12:10:14 GMT 2023","Fri Apr 07 12:10:16 GMT 2023","2392","Vizsgaremek_POM","test_main_conduit","Test_Main_Conduit","","","Sütik elfogadása",""
"passed","Fri Apr 07 12:10:43 GMT 2023","Fri Apr 07 12:10:50 GMT 2023","6481","Vizsgaremek_POM","test_main_conduit","Test_Main_Conduit","","","Kijelentkezés",""
"passed","Fri Apr 07 12:10:22 GMT 2023","Fri Apr 07 12:10:31 GMT 2023","8853","Vizsgaremek_POM","test_main_conduit","Test_Main_Conduit","","","Regisztráció - sikeresen + sorozatos adatbevitel listából",""
"passed","Fri Apr 07 12:10:18 GMT 2023","Fri Apr 07 12:10:21 GMT 2023","3263","Vizsgaremek_POM","test_main_conduit","Test_Main_Conduit","","","Regisztráció - üres mezőkkel",""
"passed","Fri Apr 07 12:11:30 GMT 2023","Fri Apr 07 12:11:42 GMT 2023","11720","Vizsgaremek_POM","test_main_conduit","Test_Main_Conduit","","","meglévő adat módosítása",""
"passed","Fri Apr 07 12:12:11 GMT 2023","Fri Apr 07 12:12:23 GMT 2023","11432","Vizsgaremek_POM","test_main_conduit","Test_Main_Conduit","","","Adatok listázása",""
"passed","Fri Apr 07 12:10:51 GMT 2023","Fri Apr 07 12:11:08 GMT 2023","16766","Vizsgaremek_POM","test_main_conduit","Test_Main_Conduit","","","új adatbevitel - kommentként",""
"passed","Fri Apr 07 12:11:09 GMT 2023","Fri Apr 07 12:11:19 GMT 2023","9513","Vizsgaremek_POM","test_main_conduit","Test_Main_Conduit","","","új adatbevitel - karakterbevitel nélkül",""
"passed","Fri Apr 07 12:11:43 GMT 2023","Fri Apr 07 12:11:57 GMT 2023","13792","Vizsgaremek_POM","test_main_conduit","Test_Main_Conduit","","","meglévő adat törlése",""
